"Year","Site","Treatment","Block","Plot","Species","Rel.cover","Accepted Latin Name or category"
2012,06MAT,F10,2,2,litter,13.9,Mixed dead litter
2012,06MAT,F10,2,3,litter,13.1,Mixed dead litter
2012,06MAT,F10,2,4,litter,4.3,Mixed dead litter
2012,06MAT,F10,2,5,litter,6.8,Mixed dead litter
2012,06MAT,F10,2,6,litter,14.2,Mixed dead litter
2012,06MAT,F10,2,7,litter,14.8,Mixed dead litter
2012,06MAT,F10,2,8,litter,17.4,Mixed dead litter
2012,06MAT,CT,3,1,litter,8.6,Mixed dead litter
2012,06MAT,CT,3,2,litter,12.7,Mixed dead litter
2012,06MAT,CT,3,3,litter,6.9,Mixed dead litter
2012,06MAT,CT,3,4,litter,6.2,Mixed dead litter
2012,06MAT,CT,3,5,litter,7.2,Mixed dead litter
2012,06MAT,CT,3,6,litter,7.6,Mixed dead litter
2012,06MAT,CT,3,7,litter,5.0,Mixed dead litter
2012,06MAT,CT,3,8,litter,8.3,Mixed dead litter
2012,06MAT,F2,3,1,litter,1.7,Mixed dead litter
2012,06MAT,F2,3,2,litter,2.9,Mixed dead litter
2012,06MAT,F2,3,3,litter,0.8,Mixed dead litter
2012,06MAT,F2,3,4,litter,4.3,Mixed dead litter
2012,06MAT,F2,3,5,litter,3.5,Mixed dead litter
2012,06MAT,F2,3,6,litter,1.1,Mixed dead litter
2012,06MAT,F2,3,7,litter,1.3,Mixed dead litter
2012,06MAT,F2,3,8,litter,4.5,Mixed dead litter
2012,06MAT,F5,3,1,litter,7.6,Mixed dead litter
2012,06MAT,F5,3,2,litter,8.4,Mixed dead litter
2012,06MAT,F5,3,3,litter,3.7,Mixed dead litter
2012,06MAT,F5,3,4,litter,6.5,Mixed dead litter
2012,06MAT,F5,3,5,litter,9.4,Mixed dead litter
2012,06MAT,F5,3,6,litter,3.4,Mixed dead litter
2012,06MAT,F5,3,7,litter,5.7,Mixed dead litter
2012,06MAT,F5,3,8,litter,3.6,Mixed dead litter
2012,06MAT,F10,3,1,litter,30.6,Mixed dead litter
2012,06MAT,F10,3,2,litter,20.3,Mixed dead litter
2012,06MAT,F10,3,3,litter,20.8,Mixed dead litter
2012,06MAT,F10,3,4,litter,19.5,Mixed dead litter
2012,06MAT,F10,3,5,litter,18.8,Mixed dead litter
2012,06MAT,F10,3,6,litter,9.4,Mixed dead litter
2012,06MAT,F10,3,7,litter,17.7,Mixed dead litter
2012,06MAT,F10,3,8,litter,22.5,Mixed dead litter
2013,06MAT,CT,1,1,litter,18.2,Mixed dead litter
2013,06MAT,CT,1,2,litter,11.4,Mixed dead litter
2013,06MAT,CT,1,3,litter,11.3,Mixed dead litter
2013,06MAT,CT,1,4,litter,8.0,Mixed dead litter
2013,06MAT,CT,1,5,litter,5.9,Mixed dead litter
2013,06MAT,CT,1,6,litter,6.8,Mixed dead litter
2013,06MAT,CT,1,7,litter,11.4,Mixed dead litter
2013,06MAT,CT,1,8,litter,11.0,Mixed dead litter
2013,06MAT,F2,1,1,litter,7.5,Mixed dead litter
2013,06MAT,F2,1,2,litter,9.5,Mixed dead litter
2013,06MAT,F2,1,3,litter,9.3,Mixed dead litter
2013,06MAT,F2,1,4,litter,7.5,Mixed dead litter
2013,06MAT,F2,1,5,litter,11.4,Mixed dead litter
2013,06MAT,F2,1,6,litter,8.3,Mixed dead litter
2013,06MAT,F2,1,7,litter,13.9,Mixed dead litter
2013,06MAT,F2,1,8,litter,14.1,Mixed dead litter
2013,06MAT,F5,1,2,litter,8.0,Mixed dead litter
2013,06MAT,F5,1,3,litter,7.4,Mixed dead litter
2013,06MAT,F5,1,4,litter,18.0,Mixed dead litter
2013,06MAT,F5,1,5,litter,9.8,Mixed dead litter
2013,06MAT,F5,1,6,litter,6.8,Mixed dead litter
2013,06MAT,F5,1,7,litter,8.0,Mixed dead litter
2013,06MAT,F5,1,8,litter,14.7,Mixed dead litter
2013,06MAT,F10,1,1,litter,18.5,Mixed dead litter
2013,06MAT,F10,1,2,litter,3.9,Mixed dead litter
2013,06MAT,F10,1,3,litter,17.8,Mixed dead litter
2013,06MAT,F10,1,4,litter,13.9,Mixed dead litter
2013,06MAT,F10,1,5,litter,9.3,Mixed dead litter
2013,06MAT,F10,1,6,litter,16.9,Mixed dead litter
2013,06MAT,F10,1,7,litter,16.3,Mixed dead litter
2013,06MAT,F10,1,8,litter,8.8,Mixed dead litter
2013,06MAT,CT,2,1,litter,11.5,Mixed dead litter
2013,06MAT,CT,2,2,litter,13.3,Mixed dead litter
2013,06MAT,CT,2,3,litter,10.3,Mixed dead litter
2013,06MAT,CT,2,4,litter,16.3,Mixed dead litter
2013,06MAT,CT,2,5,litter,9.4,Mixed dead litter
2013,06MAT,CT,2,6,litter,17.7,Mixed dead litter
2013,06MAT,CT,2,7,litter,2.0,Mixed dead litter
2013,06MAT,CT,2,8,litter,8.5,Mixed dead litter
2013,06MAT,F2,2,1,litter,5.1,Mixed dead litter
2013,06MAT,F2,2,2,litter,8.3,Mixed dead litter
2013,06MAT,F2,2,3,litter,6.1,Mixed dead litter
2013,06MAT,F2,2,4,litter,5.0,Mixed dead litter
2013,06MAT,F2,2,5,litter,3.1,Mixed dead litter
2013,06MAT,F2,2,6,litter,8.1,Mixed dead litter
2013,06MAT,F2,2,7,litter,6.4,Mixed dead litter
2013,06MAT,F2,2,8,litter,7.1,Mixed dead litter
2013,06MAT,F5,2,1,litter,19.5,Mixed dead litter
2013,06MAT,F5,2,2,litter,10.3,Mixed dead litter
2013,06MAT,F5,2,3,litter,2.4,Mixed dead litter
2013,06MAT,F5,2,4,litter,5.2,Mixed dead litter
2013,06MAT,F5,2,5,litter,10.3,Mixed dead litter
2013,06MAT,F5,2,6,litter,17.0,Mixed dead litter
2013,06MAT,F5,2,7,litter,7.9,Mixed dead litter
2013,06MAT,F5,2,8,litter,8.8,Mixed dead litter
2013,06MAT,F10,2,1,litter,8.0,Mixed dead litter
2013,06MAT,F10,2,2,litter,25.0,Mixed dead litter
2013,06MAT,F10,2,3,litter,13.7,Mixed dead litter
2013,06MAT,F10,2,4,litter,7.2,Mixed dead litter
2013,06MAT,F10,2,5,litter,6.1,Mixed dead litter
2013,06MAT,F10,2,6,litter,8.7,Mixed dead litter
2013,06MAT,F10,2,7,litter,14.3,Mixed dead litter
2013,06MAT,F10,2,8,litter,14.1,Mixed dead litter
2013,06MAT,CT,3,1,litter,6.0,Mixed dead litter
2013,06MAT,CT,3,2,litter,5.8,Mixed dead litter
2013,06MAT,CT,3,3,litter,8.6,Mixed dead litter
2013,06MAT,CT,3,4,litter,11.8,Mixed dead litter
2013,06MAT,CT,3,5,litter,10.8,Mixed dead litter
2013,06MAT,CT,3,6,litter,10.7,Mixed dead litter
2013,06MAT,CT,3,7,litter,10.3,Mixed dead litter
2013,06MAT,CT,3,8,litter,7.4,Mixed dead litter
2013,06MAT,F2,3,1,litter,2.4,Mixed dead litter
2013,06MAT,F2,3,2,litter,3.1,Mixed dead litter
2013,06MAT,F2,3,3,litter,8.6,Mixed dead litter
2013,06MAT,F2,3,4,litter,7.6,Mixed dead litter
2013,06MAT,F2,3,5,litter,10.9,Mixed dead litter
2013,06MAT,F2,3,6,litter,4.1,Mixed dead litter
2013,06MAT,F2,3,7,litter,7.3,Mixed dead litter
2013,06MAT,F2,3,8,litter,12.5,Mixed dead litter
2013,06MAT,F5,3,1,litter,3.4,Mixed dead litter
2013,06MAT,F5,3,2,litter,15.0,Mixed dead litter
2013,06MAT,F5,3,3,litter,12.6,Mixed dead litter
2013,06MAT,F5,3,4,litter,9.8,Mixed dead litter
2013,06MAT,F5,3,5,litter,12.1,Mixed dead litter
2013,06MAT,F5,3,6,litter,10.3,Mixed dead litter
2013,06MAT,F5,3,7,litter,12.4,Mixed dead litter
2013,06MAT,F5,3,8,litter,14.3,Mixed dead litter
2013,06MAT,F10,3,1,litter,17.9,Mixed dead litter
2013,06MAT,F10,3,2,litter,22.4,Mixed dead litter
2013,06MAT,F10,3,3,litter,22.4,Mixed dead litter
2013,06MAT,F10,3,4,litter,22.8,Mixed dead litter
2013,06MAT,F10,3,5,litter,25.8,Mixed dead litter
2013,06MAT,F10,3,6,litter,13.6,Mixed dead litter
2013,06MAT,F10,3,7,litter,30.0,Mixed dead litter
2013,06MAT,F10,3,8,litter,10.3,Mixed dead litter
2014,06MAT,CT,1,1,litter,3.1,Mixed dead litter
2014,06MAT,CT,1,2,litter,0.9,Mixed dead litter
2014,06MAT,CT,1,3,litter,1.0,Mixed dead litter
2014,06MAT,CT,1,4,litter,2.1,Mixed dead litter
2014,06MAT,CT,1,5,litter,2.2,Mixed dead litter
2014,06MAT,CT,1,6,litter,1.0,Mixed dead litter
2014,06MAT,CT,1,7,litter,1.1,Mixed dead litter
2014,06MAT,CT,1,8,litter,2.2,Mixed dead litter
2014,06MAT,F2,1,1,litter,4.2,Mixed dead litter
2014,06MAT,F2,1,2,litter,1.0,Mixed dead litter
2014,06MAT,F2,1,3,litter,1.0,Mixed dead litter
2014,06MAT,F2,1,5,litter,0.9,Mixed dead litter
2014,06MAT,F2,1,6,litter,1.1,Mixed dead litter
2014,06MAT,F2,1,7,litter,1.0,Mixed dead litter
2014,06MAT,F2,1,8,litter,1.1,Mixed dead litter
2014,06MAT,F5,1,1,litter,0.5,Mixed dead litter
2014,06MAT,F5,1,2,litter,1.8,Mixed dead litter
2014,06MAT,F5,1,3,litter,1.9,Mixed dead litter
2014,06MAT,F5,1,4,litter,3.1,Mixed dead litter
2014,06MAT,F5,1,5,litter,1.2,Mixed dead litter
2014,06MAT,F5,1,6,litter,2.2,Mixed dead litter
2014,06MAT,F5,1,7,litter,3.4,Mixed dead litter
2014,06MAT,F5,1,8,litter,2.0,Mixed dead litter
2014,06MAT,F10,1,1,litter,6.5,Mixed dead litter
2014,06MAT,F10,1,2,litter,6.3,Mixed dead litter
2014,06MAT,F10,1,3,litter,6.7,Mixed dead litter
2014,06MAT,F10,1,4,litter,8.5,Mixed dead litter
2014,06MAT,F10,1,5,litter,20.7,Mixed dead litter
2014,06MAT,F10,1,6,litter,9.4,Mixed dead litter
2014,06MAT,F10,1,7,litter,21.9,Mixed dead litter
2014,06MAT,F10,1,8,litter,6.1,Mixed dead litter
2014,06MAT,CT,2,1,litter,5.1,Mixed dead litter
2014,06MAT,CT,2,2,litter,3.2,Mixed dead litter
2014,06MAT,CT,2,3,litter,1.0,Mixed dead litter
2014,06MAT,CT,2,4,litter,1.0,Mixed dead litter
2014,06MAT,CT,2,5,litter,1.1,Mixed dead litter
2014,06MAT,CT,2,8,litter,2.0,Mixed dead litter
2014,06MAT,F2,2,1,litter,0.6,Mixed dead litter
2014,06MAT,F2,2,2,litter,0.9,Mixed dead litter
2014,06MAT,F2,2,3,litter,1.1,Mixed dead litter
2014,06MAT,F2,2,4,litter,1.0,Mixed dead litter
2014,06MAT,F2,2,6,litter,1.9,Mixed dead litter
2014,06MAT,F2,2,7,litter,1.1,Mixed dead litter
2014,06MAT,F5,2,1,litter,2.0,Mixed dead litter
2014,06MAT,F5,2,2,litter,1.0,Mixed dead litter
2014,06MAT,F5,2,3,litter,1.0,Mixed dead litter
2014,06MAT,F5,2,4,litter,3.1,Mixed dead litter
2014,06MAT,F5,2,5,litter,3.1,Mixed dead litter
2014,06MAT,F5,2,6,litter,7.5,Mixed dead litter
2014,06MAT,F5,2,7,litter,10.1,Mixed dead litter
2014,06MAT,F5,2,8,litter,0.5,Mixed dead litter
2014,06MAT,F10,2,1,litter,13.7,Mixed dead litter
2014,06MAT,F10,2,2,litter,28.9,Mixed dead litter
2014,06MAT,F10,2,3,litter,20.3,Mixed dead litter
2014,06MAT,F10,2,4,litter,3.5,Mixed dead litter
2014,06MAT,F10,2,5,litter,7.3,Mixed dead litter
2014,06MAT,F10,2,6,litter,11.2,Mixed dead litter
2014,06MAT,F10,2,7,litter,11.4,Mixed dead litter
2014,06MAT,F10,2,8,litter,15.6,Mixed dead litter
2014,06MAT,CT,3,1,litter,2.1,Mixed dead litter
2014,06MAT,CT,3,2,litter,3.1,Mixed dead litter
2014,06MAT,CT,3,3,litter,1.7,Mixed dead litter
2014,06MAT,CT,3,4,litter,0.9,Mixed dead litter
2014,06MAT,CT,3,5,litter,1.0,Mixed dead litter
2014,06MAT,CT,3,6,litter,1.0,Mixed dead litter
2014,06MAT,CT,3,7,litter,2.1,Mixed dead litter
2014,06MAT,CT,3,8,litter,1.1,Mixed dead litter
2014,06MAT,F2,3,2,litter,3.2,Mixed dead litter
2014,06MAT,F2,3,3,litter,1.0,Mixed dead litter
2014,06MAT,F2,3,4,litter,1.1,Mixed dead litter
2014,06MAT,F2,3,5,litter,1.0,Mixed dead litter
2014,06MAT,F2,3,6,litter,1.1,Mixed dead litter
2014,06MAT,F2,3,7,litter,1.9,Mixed dead litter
2014,06MAT,F2,3,8,litter,2.0,Mixed dead litter
2014,06MAT,F5,3,1,litter,1.0,Mixed dead litter
2014,06MAT,F5,3,2,litter,1.1,Mixed dead litter
2014,06MAT,F5,3,3,litter,2.7,Mixed dead litter
2014,06MAT,F5,3,4,litter,1.0,Mixed dead litter
2014,06MAT,F5,3,5,litter,5.2,Mixed dead litter
2014,06MAT,F5,3,6,litter,2.6,Mixed dead litter
2014,06MAT,F5,3,7,litter,2.8,Mixed dead litter
2014,06MAT,F5,3,8,litter,3.3,Mixed dead litter
2014,06MAT,F10,3,1,litter,8.8,Mixed dead litter
2014,06MAT,F10,3,2,litter,2.0,Mixed dead litter
2014,06MAT,F10,3,3,litter,6.3,Mixed dead litter
2014,06MAT,F10,3,4,litter,20.4,Mixed dead litter
2014,06MAT,F10,3,5,litter,9.2,Mixed dead litter
2014,06MAT,F10,3,6,litter,5.8,Mixed dead litter
2014,06MAT,F10,3,7,litter,6.2,Mixed dead litter
2014,06MAT,F10,3,8,litter,6.8,Mixed dead litter
2015,06MAT,CT,1,1,litter,12.4,Mixed dead litter
2015,06MAT,CT,1,2,litter,9.4,Mixed dead litter
2015,06MAT,CT,1,3,litter,5.2,Mixed dead litter
2015,06MAT,CT,1,4,litter,4.9,Mixed dead litter
2015,06MAT,CT,1,5,litter,3.4,Mixed dead litter
2015,06MAT,F2,1,1,litter,3.2,Mixed dead litter
2015,06MAT,F2,1,2,litter,4.0,Mixed dead litter
2015,06MAT,F2,1,3,litter,2.7,Mixed dead litter
2015,06MAT,F2,1,4,litter,2.7,Mixed dead litter
2015,06MAT,F2,1,5,litter,6.8,Mixed dead litter
2015,06MAT,F5,1,1,litter,3.1,Mixed dead litter
2015,06MAT,F5,1,2,litter,2.8,Mixed dead litter
2015,06MAT,F5,1,3,litter,4.4,Mixed dead litter
2015,06MAT,F5,1,4,litter,3.6,Mixed dead litter
2015,06MAT,F5,1,5,litter,6.6,Mixed dead litter
2015,06MAT,F10,1,1,litter,4.6,Mixed dead litter
2015,06MAT,F10,1,2,litter,3.5,Mixed dead litter
2015,06MAT,F10,1,3,litter,1.5,Mixed dead litter
2015,06MAT,F10,1,4,litter,3.0,Mixed dead litter
2015,06MAT,F10,1,5,litter,4.5,Mixed dead litter
2015,06MAT,CT,2,1,litter,7.8,Mixed dead litter
2015,06MAT,CT,2,2,litter,5.7,Mixed dead litter
2015,06MAT,CT,2,3,litter,4.0,Mixed dead litter
2015,06MAT,CT,2,4,litter,4.8,Mixed dead litter
2015,06MAT,CT,2,5,litter,9.4,Mixed dead litter
2015,06MAT,F2,2,1,litter,5.0,Mixed dead litter
2015,06MAT,F2,2,2,litter,3.6,Mixed dead litter
2015,06MAT,F2,2,3,litter,2.4,Mixed dead litter
2015,06MAT,F2,2,4,litter,1.7,Mixed dead litter
2015,06MAT,F2,2,5,litter,4.8,Mixed dead litter
2015,06MAT,F5,2,1,litter,2.6,Mixed dead litter
2015,06MAT,F5,2,2,litter,4.9,Mixed dead litter
2015,06MAT,F5,2,3,litter,7.3,Mixed dead litter
2015,06MAT,F5,2,4,litter,5.8,Mixed dead litter
2015,06MAT,F5,2,5,litter,9.5,Mixed dead litter
2015,06MAT,F10,2,1,litter,6.3,Mixed dead litter
2015,06MAT,F10,2,2,litter,35.0,Mixed dead litter
2015,06MAT,F10,2,3,litter,7.4,Mixed dead litter
2015,06MAT,F10,2,4,litter,2.6,Mixed dead litter
2015,06MAT,F10,2,5,litter,8.2,Mixed dead litter
2015,06MAT,CT,3,1,litter,6.3,Mixed dead litter
2015,06MAT,CT,3,2,litter,4.3,Mixed dead litter
2015,06MAT,CT,3,3,litter,5.0,Mixed dead litter
2015,06MAT,CT,3,4,litter,5.1,Mixed dead litter
2015,06MAT,CT,3,5,litter,4.2,Mixed dead litter
2015,06MAT,F2,3,1,litter,6.2,Mixed dead litter
2015,06MAT,F2,3,2,litter,9.9,Mixed dead litter
2015,06MAT,F2,3,3,litter,5.0,Mixed dead litter
2015,06MAT,F2,3,4,litter,9.8,Mixed dead litter
2015,06MAT,F2,3,5,litter,7.1,Mixed dead litter
2015,06MAT,F5,3,1,litter,13.8,Mixed dead litter
2015,06MAT,F5,3,2,litter,10.8,Mixed dead litter
2015,06MAT,F5,3,3,litter,3.5,Mixed dead litter
2015,06MAT,F5,3,4,litter,2.7,Mixed dead litter
2015,06MAT,F5,3,5,litter,8.2,Mixed dead litter
2015,06MAT,F10,3,1,litter,12.3,Mixed dead litter
2015,06MAT,F10,3,2,litter,2.1,Mixed dead litter
2015,06MAT,F10,3,3,litter,22.2,Mixed dead litter
2015,06MAT,F10,3,4,litter,17.5,Mixed dead litter
2015,06MAT,F10,3,5,litter,14.6,Mixed dead litter
2016,06MAT,CT,1,1,litter,9.7,Mixed dead litter
2016,06MAT,CT,1,2,litter,6.7,Mixed dead litter
2016,06MAT,CT,1,3,litter,16.8,Mixed dead litter
2016,06MAT,CT,1,4,litter,7.8,Mixed dead litter
2016,06MAT,CT,1,5,litter,10.7,Mixed dead litter
2016,06MAT,CT,1,6,litter,3.8,Mixed dead litter
2016,06MAT,CT,1,7,litter,8.7,Mixed dead litter
2016,06MAT,CT,1,8,litter,6.3,Mixed dead litter
2016,06MAT,F2,1,1,litter,1.8,Mixed dead litter
2016,06MAT,F2,1,2,litter,5.9,Mixed dead litter
2016,06MAT,F2,1,3,litter,1.9,Mixed dead litter
2016,06MAT,F2,1,4,litter,4.9,Mixed dead litter
2016,06MAT,F2,1,5,litter,8.7,Mixed dead litter
2016,06MAT,F2,1,6,litter,10.2,Mixed dead litter
2016,06MAT,F2,1,7,litter,5.1,Mixed dead litter
2016,06MAT,F2,1,8,litter,11.9,Mixed dead litter
2016,06MAT,F5,1,1,litter,4.7,Mixed dead litter
2016,06MAT,F5,1,2,litter,9.1,Mixed dead litter
2016,06MAT,F5,1,3,litter,5.0,Mixed dead litter
2016,06MAT,F5,1,4,litter,6.4,Mixed dead litter
2016,06MAT,F5,1,5,litter,4.4,Mixed dead litter
2016,06MAT,F5,1,6,litter,6.9,Mixed dead litter
2016,06MAT,F5,1,7,litter,5.1,Mixed dead litter
2016,06MAT,F5,1,8,litter,4.7,Mixed dead litter
2016,06MAT,F10,1,1,litter,13.2,Mixed dead litter
2016,06MAT,F10,1,2,litter,14.3,Mixed dead litter
2016,06MAT,F10,1,3,litter,5.7,Mixed dead litter
2016,06MAT,F10,1,4,litter,1.4,Mixed dead litter
2016,06MAT,F10,1,5,litter,4.6,Mixed dead litter
2016,06MAT,F10,1,6,litter,4.4,Mixed dead litter
2016,06MAT,F10,1,7,litter,5.5,Mixed dead litter
2016,06MAT,F10,1,8,litter,7.8,Mixed dead litter
2016,06MAT,CT,2,1,litter,8.2,Mixed dead litter
2016,06MAT,CT,2,2,litter,8.2,Mixed dead litter
2016,06MAT,CT,2,3,litter,6.1,Mixed dead litter
2016,06MAT,CT,2,4,litter,4.7,Mixed dead litter
2016,06MAT,CT,2,5,litter,3.2,Mixed dead litter
2016,06MAT,CT,2,6,litter,4.4,Mixed dead litter
2016,06MAT,CT,2,7,litter,3.8,Mixed dead litter
2016,06MAT,CT,2,8,litter,4.2,Mixed dead litter
2016,06MAT,F2,2,1,litter,2.7,Mixed dead litter
2016,06MAT,F2,2,2,litter,2.0,Mixed dead litter
2016,06MAT,F2,2,3,litter,7.5,Mixed dead litter
2016,06MAT,F2,2,4,litter,5.1,Mixed dead litter
2016,06MAT,F2,2,5,litter,6.1,Mixed dead litter
2016,06MAT,F2,2,6,litter,5.1,Mixed dead litter
2016,06MAT,F2,2,7,litter,3.7,Mixed dead litter
2016,06MAT,F2,2,8,litter,4.8,Mixed dead litter
2016,06MAT,F5,2,1,litter,9.9,Mixed dead litter
2016,06MAT,F5,2,2,litter,8.5,Mixed dead litter
2016,06MAT,F5,2,3,litter,6.6,Mixed dead litter
2016,06MAT,F5,2,4,litter,8.7,Mixed dead litter
2016,06MAT,F5,2,5,litter,12.4,Mixed dead litter
2016,06MAT,F5,2,6,litter,6.4,Mixed dead litter
2016,06MAT,F5,2,7,litter,3.0,Mixed dead litter
2016,06MAT,F5,2,8,litter,4.1,Mixed dead litter
2016,06MAT,F10,2,1,litter,5.9,Mixed dead litter
2016,06MAT,F10,2,2,litter,4.2,Mixed dead litter
2016,06MAT,F10,2,3,litter,6.4,Mixed dead litter
2016,06MAT,F10,2,4,litter,4.0,Mixed dead litter
2016,06MAT,F10,2,5,litter,3.5,Mixed dead litter
2016,06MAT,F10,2,6,litter,4.4,Mixed dead litter
2016,06MAT,F10,2,7,litter,5.1,Mixed dead litter
2016,06MAT,CT,3,1,litter,12.0,Mixed dead litter
2016,06MAT,CT,3,2,litter,5.3,Mixed dead litter
2016,06MAT,CT,3,3,litter,9.0,Mixed dead litter
2016,06MAT,CT,3,4,litter,5.5,Mixed dead litter
2016,06MAT,CT,3,5,litter,4.0,Mixed dead litter
2016,06MAT,CT,3,6,litter,5.4,Mixed dead litter
2016,06MAT,CT,3,7,litter,4.4,Mixed dead litter
2016,06MAT,CT,3,8,litter,4.6,Mixed dead litter
2016,06MAT,F2,3,1,litter,11.3,Mixed dead litter
2016,06MAT,F2,3,2,litter,4.5,Mixed dead litter
2016,06MAT,F2,3,3,litter,2.8,Mixed dead litter
2016,06MAT,F2,3,4,litter,2.4,Mixed dead litter
2016,06MAT,F2,3,5,litter,2.4,Mixed dead litter
2016,06MAT,F2,3,6,litter,4.4,Mixed dead litter
2016,06MAT,F2,3,7,litter,6.3,Mixed dead litter
2016,06MAT,F2,3,8,litter,4.7,Mixed dead litter
2016,06MAT,F5,3,1,litter,10.7,Mixed dead litter
2016,06MAT,F5,3,2,litter,4.2,Mixed dead litter
2016,06MAT,F5,3,3,litter,10.3,Mixed dead litter
2016,06MAT,F5,3,4,litter,8.5,Mixed dead litter
2016,06MAT,F5,3,5,litter,8.2,Mixed dead litter
2016,06MAT,F5,3,6,litter,7.7,Mixed dead litter
2016,06MAT,F5,3,7,litter,19.4,Mixed dead litter
2016,06MAT,F5,3,8,litter,6.1,Mixed dead litter
2016,06MAT,F10,3,1,litter,7.6,Mixed dead litter
2016,06MAT,F10,3,2,litter,10.7,Mixed dead litter
2016,06MAT,F10,3,3,litter,12.0,Mixed dead litter
2016,06MAT,F10,3,4,litter,7.5,Mixed dead litter
2016,06MAT,F10,3,5,litter,5.2,Mixed dead litter
2016,06MAT,F10,3,6,litter,11.4,Mixed dead litter
2016,06MAT,F10,3,7,litter,5.5,Mixed dead litter
2016,06MAT,F10,3,8,litter,11.8,Mixed dead litter
2017,06MAT,CT,1,1,litter,9.1,Mixed dead litter
2017,06MAT,CT,1,2,litter,7.8,Mixed dead litter
2017,06MAT,CT,1,3,litter,3.9,Mixed dead litter
2017,06MAT,CT,1,4,litter,4.1,Mixed dead litter
2017,06MAT,CT,1,5,litter,11.0,Mixed dead litter
2017,06MAT,CT,1,6,litter,3.4,Mixed dead litter
2017,06MAT,CT,1,7,litter,10.1,Mixed dead litter
2017,06MAT,CT,1,8,litter,7.7,Mixed dead litter
2017,06MAT,F5,1,1,litter,5.0,Mixed dead litter
2017,06MAT,F5,1,2,litter,6.9,Mixed dead litter
2017,06MAT,F5,1,3,litter,7.0,Mixed dead litter
2017,06MAT,F5,1,4,litter,7.2,Mixed dead litter
2017,06MAT,F5,1,5,litter,3.5,Mixed dead litter
2017,06MAT,F5,1,6,litter,4.0,Mixed dead litter
2017,06MAT,F5,1,7,litter,3.2,Mixed dead litter
2017,06MAT,F5,1,8,litter,11.4,Mixed dead litter
2017,06MAT,F10,1,1,litter,2.8,Mixed dead litter
2017,06MAT,F10,1,2,litter,2.9,Mixed dead litter
2017,06MAT,F10,1,3,litter,2.6,Mixed dead litter
2017,06MAT,F10,1,4,litter,5.5,Mixed dead litter
2017,06MAT,F10,1,5,litter,6.1,Mixed dead litter
2017,06MAT,F10,1,6,litter,1.9,Mixed dead litter
2017,06MAT,F10,1,7,litter,7.4,Mixed dead litter
2017,06MAT,F10,1,8,litter,11.1,Mixed dead litter
2017,06MAT,CT,2,1,litter,3.1,Mixed dead litter
2017,06MAT,CT,2,2,litter,2.7,Mixed dead litter
2017,06MAT,CT,2,3,litter,4.3,Mixed dead litter
2017,06MAT,CT,2,4,litter,9.7,Mixed dead litter
2017,06MAT,CT,2,5,litter,8.2,Mixed dead litter
2017,06MAT,CT,2,6,litter,12.7,Mixed dead litter
2017,06MAT,CT,2,7,litter,5.4,Mixed dead litter
2017,06MAT,CT,2,8,litter,1.7,Mixed dead litter
2017,06MAT,F2,2,1,litter,4.9,Mixed dead litter
2017,06MAT,F2,2,2,litter,2.7,Mixed dead litter
2017,06MAT,F2,2,3,litter,3.8,Mixed dead litter
2017,06MAT,F2,2,4,litter,3.9,Mixed dead litter
2017,06MAT,F2,2,5,litter,6.5,Mixed dead litter
2017,06MAT,F2,2,6,litter,2.8,Mixed dead litter
2017,06MAT,F2,2,7,litter,11.3,Mixed dead litter
2017,06MAT,F2,2,8,litter,2.8,Mixed dead litter
2017,06MAT,F5,2,1,litter,14.7,Mixed dead litter
2017,06MAT,F5,2,2,litter,7.3,Mixed dead litter
2017,06MAT,F5,2,3,litter,10.0,Mixed dead litter
2017,06MAT,F5,2,4,litter,10.7,Mixed dead litter
2017,06MAT,F5,2,5,litter,4.5,Mixed dead litter
2017,06MAT,F5,2,6,litter,8.9,Mixed dead litter
2017,06MAT,F5,2,7,litter,4.2,Mixed dead litter
2017,06MAT,F5,2,8,litter,7.7,Mixed dead litter
2017,06MAT,F10,2,1,litter,4.3,Mixed dead litter
2017,06MAT,F10,2,2,litter,2.6,Mixed dead litter
2017,06MAT,F10,2,3,litter,4.6,Mixed dead litter
2017,06MAT,F10,2,4,litter,4.9,Mixed dead litter
2017,06MAT,F10,2,5,litter,14.3,Mixed dead litter
2017,06MAT,F10,2,6,litter,3.3,Mixed dead litter
2017,06MAT,F10,2,7,litter,2.2,Mixed dead litter
2017,06MAT,F10,2,8,litter,4.7,Mixed dead litter
2017,06MAT,CT,3,1,litter,5.7,Mixed dead litter
2017,06MAT,CT,3,2,litter,1.5,Mixed dead litter
2017,06MAT,CT,3,3,litter,3.1,Mixed dead litter
2017,06MAT,CT,3,4,litter,4.2,Mixed dead litter
2017,06MAT,CT,3,5,litter,4.1,Mixed dead litter
2017,06MAT,CT,3,6,litter,2.5,Mixed dead litter
2017,06MAT,CT,3,7,litter,5.6,Mixed dead litter
2017,06MAT,CT,3,8,litter,1.5,Mixed dead litter
2017,06MAT,F2,3,1,litter,2.7,Mixed dead litter
2017,06MAT,F2,3,2,litter,3.0,Mixed dead litter
2017,06MAT,F2,3,3,litter,2.5,Mixed dead litter
2017,06MAT,F2,3,4,litter,7.5,Mixed dead litter
2017,06MAT,F2,3,6,litter,6.5,Mixed dead litter
2017,06MAT,F2,3,7,litter,16.4,Mixed dead litter
2017,06MAT,F2,3,8,litter,4.0,Mixed dead litter
